khmer,english,category,frequency,safe_remove,level,domains,token_type,notes
ហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺ,huhu (khmer) ×7,social,Low,Yes,Conservative,social|fb|youtube,noise,Laughter repetition.
ហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺ,huhu (khmer) ×8,social,Low,Yes,Conservative,social|fb|youtube,noise,Laughter repetition.
ហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺ,huhu (khmer) ×9,social,Low,Yes,Conservative,social|fb|youtube,noise,Laughter repetition.
ហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺ,huhu (khmer) ×10,social,Low,Yes,Conservative,social|fb|youtube,noise,Laughter repetition.
ហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺ,huhu (khmer) ×11,social,Low,Yes,Conservative,social|fb|youtube,noise,Laughter repetition.
ហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺហ៊ឺ,huhu (khmer) ×12,social,Low,Yes,Conservative,social|fb|youtube,noise,Laughter repetition.
ហុហុ,hu (khmer) ×2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Laughter repetition.
ហុហុហុ,hu (khmer) ×3,social,Medium,Yes,Conservative,social|fb|youtube,noise,Laughter repetition.
ហុហុហុហុ,hu (khmer) ×4,social,Medium,Yes,Conservative,social|fb|youtube,noise,Laughter repetition.
ហុហុហុហុហុ,hu (khmer) ×5,social,Low,Yes,Conservative,social|fb|youtube,noise,Laughter repetition.
ហុហុហុហុហុហុ,hu (khmer) ×6,social,Low,Yes,Conservative,social|fb|youtube,noise,Laughter repetition.
ហុហុហុហុហុហុហុ,hu (khmer) ×7,social,Low,Yes,Conservative,social|fb|youtube,noise,Laughter repetition.
ហុហុហុហុហុហុហុហុ,hu (khmer) ×8,social,Low,Yes,Conservative,social|fb|youtube,noise,Laughter repetition.
ហុហុហុហុហុហុហុហុហុ,hu (khmer) ×9,social,Low,Yes,Conservative,social|fb|youtube,noise,Laughter repetition.
ហុហុហុហុហុហុហុហុហុហុ,hu (khmer) ×10,social,Low,Yes,Conservative,social|fb|youtube,noise,Laughter repetition.
ហុហុហុហុហុហុហុហុហុហុហុ,hu (khmer) ×11,social,Low,Yes,Conservative,social|fb|youtube,noise,Laughter repetition.
ហុហុហុហុហុហុហុហុហុហុហុហុ,hu (khmer) ×12,social,Low,Yes,Conservative,social|fb|youtube,noise,Laughter repetition.
ha-ha,haha (latin) sep='-' ×2,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ha-ha-ha,haha (latin) sep='-' ×3,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ha-ha-ha-ha,haha (latin) sep='-' ×4,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ha-ha-ha-ha-ha,haha (latin) sep='-' ×5,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ha-ha-ha-ha-ha-ha,haha (latin) sep='-' ×6,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ha-ha-ha-ha-ha-ha-ha,haha (latin) sep='-' ×7,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ha ha,haha (latin) sep=' ' ×2,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ha ha ha,haha (latin) sep=' ' ×3,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ha ha ha ha,haha (latin) sep=' ' ×4,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ha ha ha ha ha,haha (latin) sep=' ' ×5,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ha ha ha ha ha ha,haha (latin) sep=' ' ×6,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ha ha ha ha ha ha ha,haha (latin) sep=' ' ×7,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
he-he,hehe (latin) sep='-' ×2,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
he-he-he,hehe (latin) sep='-' ×3,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
he-he-he-he,hehe (latin) sep='-' ×4,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
he-he-he-he-he,hehe (latin) sep='-' ×5,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
he-he-he-he-he-he,hehe (latin) sep='-' ×6,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
he-he-he-he-he-he-he,hehe (latin) sep='-' ×7,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
he he,hehe (latin) sep=' ' ×2,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
he he he,hehe (latin) sep=' ' ×3,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
he he he he,hehe (latin) sep=' ' ×4,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
he he he he he,hehe (latin) sep=' ' ×5,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
he he he he he he,hehe (latin) sep=' ' ×6,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
he he he he he he he,hehe (latin) sep=' ' ×7,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hi-hi,hihi (latin) sep='-' ×2,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hi-hi-hi,hihi (latin) sep='-' ×3,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hi-hi-hi-hi,hihi (latin) sep='-' ×4,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hi-hi-hi-hi-hi,hihi (latin) sep='-' ×5,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hi-hi-hi-hi-hi-hi,hihi (latin) sep='-' ×6,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hi-hi-hi-hi-hi-hi-hi,hihi (latin) sep='-' ×7,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hi hi,hihi (latin) sep=' ' ×2,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hi hi hi,hihi (latin) sep=' ' ×3,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hi hi hi hi,hihi (latin) sep=' ' ×4,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hi hi hi hi hi,hihi (latin) sep=' ' ×5,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hi hi hi hi hi hi,hihi (latin) sep=' ' ×6,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hi hi hi hi hi hi hi,hihi (latin) sep=' ' ×7,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ho-ho,hoho (latin) sep='-' ×2,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ho-ho-ho,hoho (latin) sep='-' ×3,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ho-ho-ho-ho,hoho (latin) sep='-' ×4,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ho-ho-ho-ho-ho,hoho (latin) sep='-' ×5,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ho-ho-ho-ho-ho-ho,hoho (latin) sep='-' ×6,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ho-ho-ho-ho-ho-ho-ho,hoho (latin) sep='-' ×7,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ho ho,hoho (latin) sep=' ' ×2,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ho ho ho,hoho (latin) sep=' ' ×3,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ho ho ho ho,hoho (latin) sep=' ' ×4,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ho ho ho ho ho,hoho (latin) sep=' ' ×5,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ho ho ho ho ho ho,hoho (latin) sep=' ' ×6,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
ho ho ho ho ho ho ho,hoho (latin) sep=' ' ×7,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hu-hu,huhu (latin) sep='-' ×2,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hu-hu-hu,huhu (latin) sep='-' ×3,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hu-hu-hu-hu,huhu (latin) sep='-' ×4,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hu-hu-hu-hu-hu,huhu (latin) sep='-' ×5,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hu-hu-hu-hu-hu-hu,huhu (latin) sep='-' ×6,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hu-hu-hu-hu-hu-hu-hu,huhu (latin) sep='-' ×7,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hu hu,huhu (latin) sep=' ' ×2,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hu hu hu,huhu (latin) sep=' ' ×3,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hu hu hu hu,huhu (latin) sep=' ' ×4,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hu hu hu hu hu,huhu (latin) sep=' ' ×5,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hu hu hu hu hu hu,huhu (latin) sep=' ' ×6,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
hu hu hu hu hu hu hu,huhu (latin) sep=' ' ×7,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
lo-lo,lolol sep='-' ×2,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
lo-lo-lo,lolol sep='-' ×3,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
lo-lo-lo-lo,lolol sep='-' ×4,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
lo-lo-lo-lo-lo,lolol sep='-' ×5,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
lo-lo-lo-lo-lo-lo,lolol sep='-' ×6,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
lo-lo-lo-lo-lo-lo-lo,lolol sep='-' ×7,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
lo lo,lolol sep=' ' ×2,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
lo lo lo,lolol sep=' ' ×3,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
lo lo lo lo,lolol sep=' ' ×4,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
lo lo lo lo lo,lolol sep=' ' ×5,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
lo lo lo lo lo lo,lolol sep=' ' ×6,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
lo lo lo lo lo lo lo,lolol sep=' ' ×7,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
xa-xa,xaxa (latin) sep='-' ×2,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
xa-xa-xa,xaxa (latin) sep='-' ×3,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
xa-xa-xa-xa,xaxa (latin) sep='-' ×4,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
xa-xa-xa-xa-xa,xaxa (latin) sep='-' ×5,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
xa-xa-xa-xa-xa-xa,xaxa (latin) sep='-' ×6,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
xa-xa-xa-xa-xa-xa-xa,xaxa (latin) sep='-' ×7,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
xa xa,xaxa (latin) sep=' ' ×2,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
xa xa xa,xaxa (latin) sep=' ' ×3,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
xa xa xa xa,xaxa (latin) sep=' ' ×4,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
xa xa xa xa xa,xaxa (latin) sep=' ' ×5,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
xa xa xa xa xa xa,xaxa (latin) sep=' ' ×6,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
xa xa xa xa xa xa xa,xaxa (latin) sep=' ' ×7,social,Low,Yes,Conservative,social|fb|youtube,noise,Separated laughter.
okk,ok stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okkk,ok stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okkkk,ok stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okkkkk,ok stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okkkkkk,ok stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okkkkkkk,ok stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okkkkkkkk,ok stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okkkkkkkkk,ok stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okkkkkkkkkk,ok stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okkkkkkkkkkk,ok stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okayy,okay stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okayyy,okay stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okayyyy,okay stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okayyyyy,okay stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okayyyyyy,okay stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okayyyyyyy,okay stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okayyyyyyyy,okay stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okayyyyyyyyy,okay stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okayyyyyyyyyy,okay stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okayyyyyyyyyyy,okay stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okii,oki stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okiii,oki stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okiiii,oki stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okiiiii,oki stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okiiiiii,oki stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okiiiiiii,oki stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okiiiiiiii,oki stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okiiiiiiiii,oki stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okiiiiiiiiii,oki stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
okiiiiiiiiiii,oki stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yess,yes stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yesss,yes stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yessss,yes stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yesssss,yes stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yessssss,yes stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yesssssss,yes stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yessssssss,yes stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yesssssssss,yes stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yessssssssss,yes stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yesssssssssss,yes stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yeahh,yeah stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yeahhh,yeah stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yeahhhh,yeah stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yeahhhhh,yeah stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yeahhhhhh,yeah stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yeahhhhhhh,yeah stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yeahhhhhhhh,yeah stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yeahhhhhhhhh,yeah stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yeahhhhhhhhhh,yeah stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yeahhhhhhhhhhh,yeah stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yepp,yep stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yeppp,yep stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yepppp,yep stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yeppppp,yep stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yepppppp,yep stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yeppppppp,yep stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yepppppppp,yep stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yeppppppppp,yep stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yepppppppppp,yep stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
yeppppppppppp,yep stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nahh,nah stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nahhh,nah stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nahhhh,nah stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nahhhhh,nah stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nahhhhhh,nah stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nahhhhhhh,nah stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nahhhhhhhh,nah stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nahhhhhhhhh,nah stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nahhhhhhhhhh,nah stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
nahhhhhhhhhhh,nah stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hmmm,hmm stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hmmmm,hmm stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hmmmmm,hmm stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hmmmmmm,hmm stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hmmmmmmm,hmm stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hmmmmmmmm,hmm stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hmmmmmmmmm,hmm stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hmmmmmmmmmm,hmm stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hmmmmmmmmmmm,hmm stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
hmmmmmmmmmmmm,hmm stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ehhh,ehh stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ehhhh,ehh stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ehhhhh,ehh stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ehhhhhh,ehh stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ehhhhhhh,ehh stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ehhhhhhhh,ehh stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ehhhhhhhhh,ehh stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ehhhhhhhhhh,ehh stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ehhhhhhhhhhh,ehh stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ehhhhhhhhhhhh,ehh stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ohh,oh stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ohhh,oh stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ohhhh,oh stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ohhhhh,oh stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ohhhhhh,oh stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ohhhhhhh,oh stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ohhhhhhhh,oh stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ohhhhhhhhh,oh stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ohhhhhhhhhh,oh stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
ohhhhhhhhhhh,oh stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
aww,aw stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
awww,aw stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
awwww,aw stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
awwwww,aw stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
awwwwww,aw stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
awwwwwww,aw stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
awwwwwwww,aw stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
awwwwwwwww,aw stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
awwwwwwwwww,aw stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
awwwwwwwwwww,aw stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhh,uh stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhhh,uh stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhhhh,uh stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhhhhh,uh stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhhhhhh,uh stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhhhhhhh,uh stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhhhhhhhh,uh stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhhhhhhhhh,uh stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhhhhhhhhhh,uh stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhhhhhhhhhhh,uh stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhmm,uhm stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhmmm,uhm stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhmmmm,uhm stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhmmmmm,uhm stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhmmmmmm,uhm stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhmmmmmmm,uhm stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhmmmmmmmm,uhm stretched +7,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhmmmmmmmmm,uhm stretched +8,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhmmmmmmmmmm,uhm stretched +9,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
uhmmmmmmmmmmm,uhm stretched +10,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
errr,err stretched +1,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
errrr,err stretched +2,social,Medium,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
errrrr,err stretched +3,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
errrrrr,err stretched +4,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
errrrrrr,err stretched +5,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
errrrrrrr,err stretched +6,social,Low,Yes,Conservative,social|fb|youtube,noise,Character-stretching internet slang.
